grant_id,award_num,abstract,abstract_source,awardee_org,match_score,id_confidence
335050,0101793,"0101793
Levine
This award supports theoretical and computational research on pattern formation with applications to physical, chemical, and biological problems.  The focus of the research includes pattern nucleation, self-organized flocking states, and stochasticity in interface dynamics. 
The PI aims to apply a combined numerical and analytical approach to the problem of pattern nucleation. Pattern nucleation refers to the creation of patterns by fluctuation effects in systems exhibiting multistability.  The research effort will include applications. Of immediate interest is the spontaneous creation of intracellular calcium waves by stochastic channel openings. 
Flocking behavior occurs in interacting multiparticle systems away from any simple equilibrium state. Self-organized structures arising from flocking have been found in a wide range of diverse systems from microorganism colonies to human pedestrian traffic.  Continuum equations will be devised for these processes with an aim to better understand allowed parameter ranges and instability mechanisms. Results from model calculations will be compared to real-world data obtained in part through collaboration with leading experts in the fields of animal flocking, traffic patterns, and amoeba aggregation. 
The PI will also continue his studies of how stochasticity influences interface dynamics. Efforts will focus on extending two possibilities, pulse backfiring in excitable systems and noise-induced diffusive instabilities. The PI aims to find an analytic approach and to find necessary and sufficient conditions for the occurrence of these anomalous noise effects. A new effort is planned on an application to noise effects during infection spreading. 
This award also supports education through research results that are incorporated into a course on pattern formation and through the preparation of a textbook on pattern formation.
%%%
This award supports theoretical and computational research on the physics of non-equilibrium processes, especially in the emergence of spatial patterns in extended systems. The research will in part, capitalize on tremendous advances in the field over the past decade to make critical and nontrivial predictions regarding the behavior of a wide variety of complex systems. The work will focus on how fluctuations influence the formation of patterns in systems with coexisting dynamical states, on understanding the self-organizing properties of interacting self-propelled particles, and on better characterizing the conditions under which noise-sensitive interfaces occur.
Results of this work will provide a foundation for a wide range of specific applications to physical, chemical, and biological systems. The PI will focus on the spontaneous creation of intracellular calcium waves by stochastic channel openings, animal flocking, traffic patterns, amoeba aggregation, and infection spreading.  This award also supports education through research results that are incorporated into a course on pattern formation and through the preparation of a textbook on pattern formation.
***",nsf_api,University of California-San Diego,100.0,padded_high
335127,0102193,"The investigator works on Invariant Theory and representations of quivers. He studies some fundamental problems in the theory of quiver representations.  In earlier joint work with Jerzy Weyman, he found a nice description and even an algorithm for the decomposition of a general representation into indecomposable representations (this is the canonical decomposition as introduced by Kac).  Also Weyman and the investigator proved that semi-invariants introduced by Schofield always generate the ring of semi-invariants. The above results have a remarkable application to Littlewood-Richardson coeffients.  In particular one can prove results of Klyachko, and Knutson-Tao about the set of nonzero Littlewood-Richardson coefficients using quiver representations.  Using results about quiver representations many more new results about Littlewood-Richardson coefficients can be proven.  The investigator is continuing his research on quiver representations to deepen our understanding of generic representations of wild quivers, and to apply these results to the combinatorics of Littlewood-Richardson coefficients. The investigator just finished writing a book together with Gregor Kemper on Computational Invariant Theory.  He is now studying various problems in Invariant Theory, in particular algorithms for finding rational invariants and for determining whether two elements in a given representation of an algebraic group lie in the same orbit.  This orbit problem is the original motivation of Invariant Theory.

This research is in the area of Mathematics referred to as Invariant Theory, a branch of Representation Theory, in the general area of Algebra.  Invariant Theory has a long tradition back to the nineteenth century.  It studies quantities which stay invariant under certain symmetries (in arbitrary dimension). A simple example is a person on earth.  The quantity ""distance to the rotation axes"" stays invariant under rotation of the earth.  Of course symmetries play an important role in nature.  Related to this is the problem to recognize if two objects can be transformed into each other by certain symmetries. Think of a robot eye which has to recognize whether two objects are the same after rotation.  The investigator studies various problems in invariant theory and in particular (a mathematical formulated version of) the object recognition problem. ""Quiver"" representation theory can be thought of as a generalization of linear algebra.  This theory shows a deep and interesting structure.  For example, a graphical representation gives fractal-like pictures.  There are several applications to other branches of mathematics.",nsf_api,Regents of the University of Michigan - Ann Arbor,100.0,padded_high
336519,0103599,"DEB-0103599
Slava Epstein

A grant has been awarded to Dr. Slava Epstein at Northeastern University to conduct a high-resolution identification and inventory of the free-living ciliates along Northeast Atlantic coast.  The target organisms comprise the Phylum Ciliophora and are among the most important microorganisms in the ocean.  Genetically, this phylum is likely to be more diverse than the whole animal kingdom, yet the species diversity of ciliates cannot be presently assessed even with an order of magnitude accuracy.  This is a reflection of the fact that traditional morphological methods of ciliate (and other protists) identification and cataloguing are not sufficient to describe their biodiversity.  This study will integrate traditional morphology and comparative genomics into one synergistic approach.  This will enable creation of an innovative catalogue of marine ciliates in the form of collection of specimens, their DNA, specific gene sequences, as well as an Internet-based searchable database. This database will include rich verbal and pictorial morphological information, including still-, 3-D-, and video images, data on genetic diversity, all cross-referenced to the earlier data.   No database of this kind is available today. 

The marriage between traditional morphological and modern molecular tools in studying biological diversity is an important development in the area of protozoology.  In the most immediate sense, it will greatly facilitate identification and classification of the ciliates that are targeted by research in systematics, population biology, ecology, physiology, biochemistry, and evolution.  More generally, this comprehensive catalogue of the ciliates will become an integral part of the process of documenting the overall diversity of life on our planet.",nsf_api,Northeastern University,100.0,padded_high
336885,0107326,"0107326
Tsai

The International Research Fellow Awards Program enables U.S. scientists and engineers to conduct three to twenty-four months of research abroad.  The program's awards provide
opportunities for joint research, and the use of unique or complementary facilities, expertise and experimental conditions abroad.

This award will provide 24 months of support to Dr. Kellee Tsai to work with Dr. Houyi Zhang at the Chinese Academy of Social Sciences in Beijing, China on a study of capitalism without democracy, the political orientation of private entrepreneurs in China.  The Political Science Program of NSF is providing partial support of this project.

This project will analyze the political orientation of private entrepreneurs in China by conducting a national survey of private entrepreneurs in collaboration with the Chinese Academy of Social Sciences.  The survey results will speak to the controversial issue of whether China's growing private sector constitutes the basis of a pro-democratic middle class.

Dr. Zhang is the Director of the Rural Sociology Research Division of CASS who 
has worked on national projects funded by the PRC State Council, National 
Economic Reform Foundation, National Industry and Commercial Bureau and serves 
on the Board of all the key national research entities involved in private 
sector research.",nsf_api,"Tsai, Kellee S",100.0,padded_high
340645,0113236,"ABSTRACT

DMS-0113236
Madigan - Rutgers University

Digital networked environments such as the Web play an increasingly important role in our lives. More than 135 million Americans have Internet access (Source: eTForecasts) and on average use that connection 4.2 hours per week (Source: PriceWaterhouseCoopers).  All this activity generates vast and complex ""digital traces"".  Appropriate analyses of these traces can lead to an unprecedented understanding of online behavior, and, in turn, to substantial improvements in the design of digital environments.  These data present challenges to traditional statistical methods due to their complexity and massive scale.  We will develop novel statistical technology to address these challenges.

Specifically, this project will develop Bayesian statistical methodology for analyzing data from digital environments.  The Bayesian approach to data analysis is uniquely suited to the kind of multi-level and hierarchically structured data that the project focuses on. Bayesian methods have a rich history but have only become practicable in recent years due to advances in computing power and numerical methods. The methodological research will ground itself in a series of applications. The essential contribution, however, will be to develop a practical Bayesian methodology for these data.  There exists a significant educational barrier to the widespread use of Bayesian methods. The project will also develop and disseminate a graduate-level multidiscipliniary course in Bayesian methods.",nsf_api,Rutgers University New Brunswick,100.0,padded_high
341866,0117387,"The topic of the project is development of a framework for robust active vision, with the goal of obtaining systems capable of performing satisfactorily in the presence of uncertainty, such as due to poor calibration, noise, or a changing environment. The work will be complemented by a comprehensive experimental validation and performance characterization.",nsf_api,Pennsylvania State Univ University Park,100.0,padded_high
343766,0121661,"This is a standard award.  The focus of this project is on development of a domestic environment that is cognizant of the whereabouts and activities of its occupants and can support them in their everyday life.  While the technology is applicable to a range of domestic situations, the emphasis in this work will be on support for aging in place;  through collaboration with experts in assistive care and cognitive aging, the PI and his team will design, demonstrate, and evaluate a series of domestic services that aim to maintain the quality of life for an aging population, with the goal of increasing the likelihood of a ""stay at home"" alternative to assisted living that satisfies the needs of an aging individual and his/her distributed family.   In particular, the PI will explore two areas that are key to sustaining quality of life for an independent senior adult: maintaining familial vigilance, and supporting daily routines.   The intention is to serve as an active partner, aiding the senior occupant without taking control.  This research will lead to advances in three research areas:  human-computer interaction;  computational perception;  and software engineering.   To achieve the desired goals, the PI will conduct the research and experimentation in an authentic domestic setting, a novel research facility called the Residential Laboratory recently completed next to the Georgia Tech campus.   Together with experts in theoretical and practical aspects of aging, the PI will establish a pattern of research in which informed design of ubiquitous computing technology can be rapidly deployed, evaluated and evolved in an authentic setting.  Special attention will be paid throughout to issues relating to privacy and trust implications.   The PI will transition the products of this project to researchers and practitioners interested in performing more large-scale observations of the social and economic impact of Aware Home technologies.",nsf_api,Georgia Tech Research Corporation,100.0,padded_high
310732,0227577,"This award provides funding for a three year continuing award to support a Research Experiences for Teachers (RET) Site, at Northeastern University, entitled, ""Research Experiences for Teachers-A Program Linked to Urban Schools (RET-PLUS).  This program will be conducted by the Center for the Enhancement of Science and Mathematics Education (CESAME), in collaboration with the Center for Subsurface Sensing and Imaging Systems (CenSSIS), and Engineering Research Center.  The program will provide a six-week summer research experience for ten urban middle and/or high school math and/or science teachers and one undergraduate education student.",nsf_api,Northeastern University,100.0,padded_high
326755,0010064,"This project emphasizes the principles of problem solving and program design using Scheme.  Students learn to solve problems in a systematic manner and are able to use those skills in many domains, not just computing.  The pedagogical approach is based on the belief that the conventional approach to computer science in high school is inappropriate, and, with an emphasis on code generation and successive modification by steps, is more consistent with computer science from the early 1980s.  The emphasis on grammar rules is inconsistent with current methods.  The results-dated methodologies have been that secondary schools have small computer science enrollments and encounter diminishing interest even by the more mathematically inclined students.

The project is based on the introductory computer science curriculum developed at Rice University, and the PIs have tested these methods in high schools and found the students to be more receptive and to learn more about computational problem solving.  The approximately 310 participating teachers learn a dramatically different and more applicable approach through workshops at Northeastern University, Adelphi University, Brown University, the University of Utah, and Worcester Polytechnic Institute.  Teachers are introduced to the new content, approaches and software.  A central Web repository is maintained for distribution and exchange.  The teachers receive forty contact hours and extensive follow-up activities and supports plus 3 graduate credits.",nsf_api,Northeastern University,100.0,padded_low
341787,0116560,"This project ((in collaboration with Dr. Ricardo Oropeza, ITSEM CEM, Mexico) will investigate the problem of sensor-based exploration of unknown environments by autonomous robots. The work will include autonomous construction of a representation of the environment (the mapping problem), annotating the map with landmarks for robot localization, and the use of the constructed map for navigation.",nsf_api,University of Illinois at Urbana-Champaign,100.0,padded_high
348550,0129117,"A grant has been awarded to Dr. Daniel L. Distel of the University of Maine to investigate the evolution of wood-boring clams. Though not well known to the general public, wood-boring clams are destructive species that may be considered the marine equivalent of termites.  They include many diverse species that cause more than a billion dollars in damage to wooden structures, boats, and fishing gear annually in marine environments worldwide. The most destructive of these are the ""shipworms""; worm-like clams that burrow into and eat wood. These voracious wood eaters can destroy a twelve-inch diameter pier piling in less than one year's time. Though they look like worms, molecular evidence suggests that they are closely related to the common ""steamer clam"", a staple of New England cuisine.  The purpose of this investigation is to use molecular data from several genes to reveal the evolutionary relationships of wood boring clams to other more common bivalves and to use these data to better understand how their destructive habits have evolved, including the role of associated bacteria.
 
Although wood can be treated with broad-spectrum chemical biocides to control wood-borer damage, use of the most effective treatments has recently been restricted or banned in many states and nations due to environmental concerns. New environmentally sound control methods are critically needed, particularly in low-income coastal communities where wood is the only affordable marine construction material. Such control measures must be targeted specifically to wood-boring species to minimize ecological impact.  Evolutionary studies will tell us how these nuisance species developed the ability to destroy wood and what makes them different from other more desirable and economically important marine species.   This knowledge will be essential for developing control methods that are safe and highly specific to these destructive organisms.",nsf_api,University of Maine,100.0,padded_high
348616,0129652,"This Collaborative Research Project will continue experiments that may be evidence for a metal-insulator (M-I) transition in two-dimensional systems of electrons in semiconductors.  The M-I transtion has been thought by many to be forbidden on general theoretical grounds.  The data, which are suggestive of a M-I transition, remains a mystery despite a growing number of theoretical and experimental papers on the subject.  Important recent progress, made by two experimental groups involved in the present project, has shown that the M-I transition in silicon inversion layers may be connected with a ferromagnetic instability in two dimensions.  To test this intriguing possibility, magnetoresistance measurements will be performed at ultra-low temperatures and high magnetic fields at the MicroKelvin facility of the NSF-supported National High Magnetic Field Laboratory at Gainesville, Florida.  The information sought will be crucial for the understanding of the nature of the enigmatic behavior observed in the two-dimensional electron gas systems.  Graduate and undergraduate students participating in this project will receive training in a complex and important area of forefront physics involving cutting edge technology and semiconductor device structures.  This will prepare them for a range of careers in industry, government or education.

This Collaborative Research Project will investigate the properties of very high purity semiconductor materials in a MOSFET structure somewhat related to those found in many current electronic devices.  Contrary to the widely-held expectation that no metallic phase is possible in such two dimensional semiconductors, experimental evidence has been obtained in the last few years that indicates there may be a transition from insulating to metallic behavior.  The issue remains unresolved despite a growing number of theoretical and experimental papers on the subject, and poses a serious challenge to our understanding of the behavior of electrons in semiconductors.  The principal investigators of the present project have been leading contributors to this field, and have independently obtained recent evidence that the metal-insulator transition may be associated with a tendency toward a ferromagnetic transition.  To test this intriguing possibility, measurements will be performed at ultra-low temperatures and high magnetic fields at the MicroKelvin facility at NSF-supported National High Magnetic Field Laboratory at Gainesville, Florida. Gainesville, Florida.  The information obtained is expected to be crucial for the understanding of the nature of the enigmatic behavior observed in two dimensional semiconductors.  Graduate and undergraduate students participating in this project, including some minority students, will receive training in a complex and important area of forefront physics involving cutting edge technology, including semiconductor device structures  This will prepare them for a range of careers in industry, government or education.",nsf_api,Northeastern University,100.0,padded_high
351927,0134511,"0134511
Lee
The objective of the proposed research is to develop techniques to significantly increase terpenoid indole alkaloid (TIA) production from cell cultures of C. roseus.  The proposed hypothesis is that to maximize the production of secondary metabolites such as TIAs, the relative flows of precursors and energy resources at various levels must be balanced.  The proposed specific aims for achieving this balance for increasing TIA production are to: (1) increase flux to both primary and secondary metabolism, (2) maximize the metabolic flux to TIA production while maintaining an appropriate metabolic flux to cellular machinery for supporting essential cellular activities, (3) tune the flux between the glycolysis, citric acid, and pentose phosphate pathways for maximum secondary metabolite production, and (4) characterize the optimum balance the various pathways and activities.  This research could produce results to increase the yield of important antitumor and antihypertensive compounds.",nsf_api,Northeastern University,100.0,padded_high
355378,0139967,"Investigations in theoretical high energy physics in areas of supersymmetry phenomenology, CP violation, dark matter and extra dimensions and their applications to model building will be carried out. The implications of the data from the Brookhaven g-2 experiment and of RUNII of the Tevatron for supersymmetry and surperstring theory will be explored. Correlated studies of nonuniversalities, flavor and
CP violation in grand unified and string models will be carried out with the goal of achieving correlated predictions for the electric dipole moments of leptons and of flavor violating processes. This investigation
 is of importance in view of the proposed experiments for the sensitive search of the muon electric dipole moment and of the process mu-e+gamma.

Studies of the amount of supersymmetric dark matter in the  coannihilation  region including effects of nonuniversalities will be carried out.  Further, studies of dark matter under the influence of CP violation
will also be carrried out in the coannihilation region.  Additional research will include investigations of new grand unified models which  can remove the current constraint on such models brought about by the recent SuperKamiokande limit on the p-nubar+K mode. Such models include grand unified models with large representations and models in extra  dimensions. Specifically the possible deduction of supergravity GUTs
with a cascade from higher dimensional supergravity theories to lower dimensional ones along with supersymmetry breaking related to extra dimensions will be investigated.",nsf_api,Northeastern University,100.0,padded_high
357234,0140529,"0140529
Busnaina 



Particulate contamination of silicon wafers after chemical mechanical polishing processes is a major problem that affects yield in semiconductor manufacturing. The removal and adhesion forces of slurry particles are greatly affected by the polishing, cleaning, rinsing and drying processes that follow the particle initial contact with the surface. In this proposed international collaboration between Hanyang University and Northeastern University, the interaction between slurry particles and wafer surfaces will be investigated by electrical characterization of the particles and wafer substrates and by measuring the removal and the adhesion forces of these particles. The goal of the project is to understand particle adhesion and removal mechanisms for submicron particles. Hydrodynamic removal forces and the effect of the zeta potential on slurry particle adhesion and removal will be investigated. The study will also determine the effectiveness of the cleaning techniques for each particle/film systems.",nsf_api,Northeastern University,100.0,padded_high
360395,0204113,"ABSTRACT
0204113
Gene Cooperman
Notrheastern U

The proposed research is part of an ongoing project to provide the software infrastructure for large symbolic computations. It is proposed to employ the rich set of computational group theory algorithms, with which the P.I. is intimately familiar, as a testbed for analyzing the barriers to wider use of parallelism. In addition
to the algorithmic difficulties of irregular computations that characterize much of symbolic computation, there are barriers based on limitations of RAM in today's hardware. These hardware barriers are
demonstrably real. A random access to RAM can cost more than 1,000 CPU cycles on the most recent architectures. This affects symbolic algebra computations to a much greater extent than traditional
numerical or commercial applications, which emphasize sequential access to RAM. Even some non-parallel applications in symbolic algebra are shown to be primarily memory-bound (bound by slowness of RAM),
rather than CPU-bound, on current architectures. This requires a revised, non-uniform complexity model of RAM.",nsf_api,Northeastern University,100.0,padded_high
